abacus	NN	3
abandon	VB	3
abandon	NN	3
abduct	VB	3
ability	NN	1
able	JJ	0
abolish	VB	3
aboriginal	JJ	3
about	NN	0
about	RB	0
about	JJ	0
above	JJ	1
above	RB	1
abroad	RB	2
abruptly	RB	3
absence	NN	1
absent	JJ	1
absenteeism	NN	3
absolute	JJ	1
absolutely	RB	2
absorb	VB	2
abstract	JJ	3
abstract	NN	3
absurd	JJ	2
absurdly	RB	3
abundant	JJ	3
abuse	NN	3
abuse	VB	1
academia	NN	3
academic	JJ	2
academic	NN	2
academically	RB	3
accelerate	VB	3
acceleration	NN	3
accent	NN	1
accented	JJ	2
accept	VB	1
acceptable	JJ	1
acceptance	NN	2
access	VB	2
access	NN	1
accessible	JJ	2
accident	NN	1
accidental	JJ	2
accidentally	RB	3
acclaim	NN	3
acclaimed	JJ	3
acclimatise	VB	4
accommodate	VB	3
accommodation	NN	2
accompaniment	NN	3
accompany	VB	3
accomplice	NN	3
accomplish	VB	2
accomplished	JJ	3
accomplishment	NN	3
accord	VB	3
accordingly	RB	3
accordion	NN	3
account	NN	1
account	VB	1
accountable	JJ	3
accountancy	NN	3
accountant	NN	3
accounting	NN	1
accredit	VB	3
accumulate	VB	3
accuracy	NN	3
accurate	JJ	2
accurately	RB	3
accuse	VB	2
ace	NN	3
ache	VB	1
ache	NN	1
achieve	VB	2
achievement	NN	2
acid	NN	1
acidic	JJ	2
acknowledge	VB	2
acquaint	VB	3
acquire	VB	2
acre	NN	2
acrobat	NN	1
across	RB	1
act	NN	1
act	VB	1
acting	JJ	1
acting	NN	1
action	NN	1
actions	NN	1
activate	VB	4
active	JJ	1
activist	NN	2
activity	NN	1
actor	NN	1
actress	NN	1
actual	JJ	1
actually	NN	1
actually	RB	1
ad	NN	0
adapt	VB	2
add	VB	0
addict	NN	2
addict	VB	3
addictive	JJ	3
addition	NN	1
additional	JJ	3
additionally	RB	2
additive	NN	3
address	NN	1
address	VB	1
adept	JJ	3
adequate	JJ	3
adhere	VB	3
adhesive	NN	3
adjacent	JJ	3
adjective	NN	2
adjust	VB	2
administration	NN	3
administrative	JJ	3
admirable	JJ	2
admiral	NN	3
admiration	NN	2
admire	VB	1
admirer	NN	2
admiringly	RB	3
admission	NN	2
admit	VB	1
admittance	NN	3
admittedly	RB	3
adolescent	NN	3
adolescent	JJ	3
adopt	VB	1
adopter	NN	3
adoption	NN	2
adoptive	JJ	3
adore	VB	2
adult	NN	0
adulthood	NN	3
advance	NN	3
advance	VB	2
advanced	JJ	3
advancement	NN	3
advantage	NN	1
advantageous	JJ	4
advent	NN	3
adventure	NN	2
adventurer	NN	2
adventurous	JJ	3
adverb	NN	2
adversely	RB	3
adversity	NN	3
advert	NN	1
advertise	VB	2
advertisement	NN	2
advertiser	NN	2
advertising	NN	3
advertize	VB	2
advice	NN	1
advisable	JJ	3
advise	VB	1
advisor	NN	2
advocacy	NN	2
advocate	NN	3
aerobics	NN	3
aeroplane	NN	2
aesthetic	NN	4
aesthetic	JJ	4
affair	NN	3
affect	VB	1
affection	NN	2
affectionate	JJ	3
affectionately	RB	3
affiliate	VB	3
afford	VB	2
affordable	JJ	2
afraid	RB	1
afraid	VB	1
afraid	JJ	1
african	JJ	1
after	RB	0
afterlife	NN	2
afternoon	NN	1
aftershock	NN	2
afterward	RB	2
afterwards	RB	2
again	RB	0
again	NN	0
