abacus	NN	2
abandon	VB	2
abandon	NN	2
abduct	VB	3
ability	NN	1
able	JJ	1
abolish	VB	3
aboriginal	JJ	2
about	NN	1
about	RB	1
about	JJ	1
above	JJ	1
above	RB	1
abroad	RB	0
abruptly	RB	2
absence	NN	0
absent	JJ	1
absenteeism	NN	2
absolute	JJ	1
absolutely	RB	0
absorb	VB	1
abstract	JJ	3
abstract	NN	3
absurd	JJ	3
absurdly	RB	3
abundant	JJ	1
abuse	NN	1
abuse	VB	2
academia	NN	1
academic	JJ	1
academic	NN	1
academically	RB	1
accelerate	VB	2
acceleration	NN	2
accent	NN	1
accented	JJ	2
accept	VB	1
acceptable	JJ	1
acceptance	NN	1
access	VB	0
access	NN	0
accessible	JJ	1
accident	NN	1
accidental	JJ	1
accidentally	RB	1
acclaim	NN	2
acclaimed	JJ	2
acclimatise	VB	3
accommodate	VB	2
accommodation	NN	1
accompaniment	NN	2
accompany	VB	1
accomplice	NN	2
accomplish	VB	1
accomplished	JJ	2
accomplishment	NN	1
accord	VB	2
accordingly	RB	1
accordion	NN	3
account	NN	1
account	VB	1
accountable	JJ	3
accountancy	NN	3
accountant	NN	3
accounting	NN	3
accredit	VB	3
accumulate	VB	2
accuracy	NN	1
accurate	JJ	1
accurately	RB	2
accuse	VB	3
ace	NN	0
ache	VB	1
ache	NN	1
achieve	VB	1
achievement	NN	1
acid	NN	-1
acidic	JJ	3
acknowledge	VB	1
acquaint	VB	1
acquire	VB	1
acre	NN	1
acrobat	NN	2
across	RB	1
act	NN	0
act	VB	0
acting	JJ	1
acting	NN	1
action	NN	0
actions	NN	0
activate	VB	1
active	JJ	0
activist	NN	2
activity	NN	0
actor	NN	0
actress	NN	1
actual	JJ	1
actually	NN	1
actually	RB	1
ad	NN	3
adapt	VB	1
add	VB	0
addict	NN	3
addict	VB	3
addictive	JJ	2
addition	NN	0
additional	JJ	1
additionally	RB	1
additive	NN	1
address	NN	0
address	VB	1
adept	JJ	3
adequate	JJ	1
adhere	VB	3
adhesive	NN	1
adjacent	JJ	2
adjective	NN	1
adjust	VB	1
administration	NN	1
administrative	JJ	2
admirable	JJ	2
admiral	NN	1
admiration	NN	1
admire	VB	1
admirer	NN	1
admiringly	RB	3
admission	NN	1
admit	VB	1
admittance	NN	2
admittedly	RB	2
adolescent	NN	1
adolescent	JJ	1
adopt	VB	2
adopter	NN	1
adoption	NN	1
adoptive	JJ	2
adore	VB	2
adult	NN	0
adulthood	NN	1
advance	NN	1
advance	VB	1
advanced	JJ	0
advancement	NN	1
advantage	NN	1
advantageous	JJ	2
advent	NN	1
adventure	NN	1
adventurer	NN	1
adventurous	JJ	1
adverb	NN	1
adversely	RB	3
adversity	NN	2
advert	NN	2
advertise	VB	2
advertisement	NN	1
advertiser	NN	2
advertising	NN	1
advertize	VB	3
advice	NN	1
advisable	JJ	2
advise	VB	1
advisor	NN	1
advocacy	NN	2
advocate	NN	2
aerobics	NN	1
aeroplane	NN	1
aesthetic	NN	2
aesthetic	JJ	3
affair	NN	1
affect	VB	2
affection	NN	1
affectionate	JJ	2
affectionately	RB	3
affiliate	VB	2
afford	VB	1
affordable	JJ	1
afraid	RB	1
afraid	VB	1
afraid	JJ	1
african	JJ	1
after	RB	0
afterlife	NN	3
afternoon	NN	0
aftershock	NN	3
afterward	RB	1
afterwards	RB	1
again	RB	0
again	NN	0
against	VB	1
age	VB	0
age	NN	0
aged	JJ	1
agency	NN	1
agenda	NN	1
agent	NN	0
aggravation	NN	3
aggression	NN	2
aggressive	JJ	2
aggressively	RB	3
agile	JJ	1
agility	NN	3
agitated	JJ	2
ago	RB	1
agrarian	JJ	3
agree	VB	1
agreeable	JJ	1
agreement	NN	1
agricultural	JJ	2
agriculture	NN	1
ah	NN	0
ahead	RB	0
ahold	RB	3
aid	NN	0
aids	NN	0
ail	VB	3
aim	NN	0
aim	VB	0
aimlessly	RB	3
air	VB	0
air	NN	0
airbag	NN	1
airbrush	VB	2
aircraft	NN	1
aircrew	NN	3
airless	JJ	3
airline	NN	-1
airmail	NN	1
airplane	NN	1
airport	NN	1
airshow	NN	1
airstrip	NN	2
airtime	NN	1
airy	JJ	1
aisle	NN	1
akin	JJ	1
alarm	NN	1
alarm	VB	1
alarmed	JJ	3
alarming	JJ	3
album	NN	1
alcohol	NN	1
alert	VB	0
alert	NN	1
alert	JJ	1
alfresco	JJ	3
algebra	NN	3
algerian	JJ	3
algorithm	NN	3
alibi	NN	3
alien	NN	1
alien	JJ	1
alienate	VB	3
align	VB	1
alike	JJ	1
alike	RB	1
alive	JJ	0
alive	NN	0
all	VB	0
all	RB	0
allay	VB	3
allege	VB	3
allegedly	RB	2
allergic	JJ	1
allergy	NN	1
alleviate	VB	3
alley	NN	1
alliance	NN	1
allocate	VB	2
allocation	NN	2
allotment	NN	3
allow	VB	1
allowance	NN	2
ally	NN	0
almond	NN	1
almost	RB	1
almost	VB	1
alone	JJ	0
