abborre	NN_UTR	3
abdikation	NN_UTR	4
abdikera	VB	3
aber	NN_NEU	4
abonnemang	NN_NEU	3
abrakadabra	NN_NEU	1
abrupt	JJ	3
absolut	JJ	1
absolut	AB	1
absorbera	VB	3
abstraktionsnivå	NN_UTR	4
absurd	JJ	1
acceptabel	JJ	1
acceptera	VB	2
action	NN_UTR	1
actionfilm	NN_UTR	1
addition	NN_UTR	1
adekvat	JJ	3
adel	NN_UTR	3
adelsfamilj	NN_UTR	3
adelsman	NN_UTR	3
adjektiv	NN_NEU	0
adla	VB	3
administration	NN_UTR	2
administrativ	JJ	3
administratör	NN_UTR	2
adoptera	VB	2
adoption	NN_UTR	3
adoptionslag	NN_NEU	3
adoptivförälder	NN_UTR	3
adrenalin	NN_NEU	1
adress	NN_UTR	1
adressbok	NN_UTR	2
adressera	VB	2
advent	NN_NEU	0
adventskalender	NN_UTR	3
adventsljusstake	NN_UTR	3
adverb	NN_NEU	3
advokat	NN_UTR	2
advokatbyrå	NN_UTR	3
advokatson	NN_UTR	2
aerobics	NN_UTR	3
affisch	NN_UTR	3
affär	NN_UTR	1
affärsbrev	NN_NEU	3
affärsfilosofi	NN_UTR	4
affärsidé	NN_UTR	2
affärskollega	NN_UTR	2
affärskultur	NN_UTR	3
affärskvinna	NN_UTR	3
affärsliv	NN_NEU	3
affärsman	NN_UTR	2
affärsmöte	NN_NEU	3
affärsmöte	NN_UTR	2
affärsvän	NN_UTR	3
afrikan	NN_UTR	1
afrikansk	JJ	1
afton	NN_UTR	1
aftonbön	NN_UTR	3
ag	NN_UTR	4
aga	VB	2
agent	NN_UTR	1
agentkontor	NN_NEU	1
agera	VB	2
aggression	NN_UTR	1
aggressiv	JJ	2
aggressivitet	NN_UTR	3
akademi	NN_UTR	1
akademiker	NN_UTR	2
akademisk	JJ	2
akrobatisk	JJ	1
aktie	NN_UTR	3
aktiebolag	NN_NEU	3
aktiefond	NN_UTR	3
aktieförsäljning	NN_UTR	4
aktieklipp	NN_NEU	4
aktiespekulation	NN_UTR	4
aktieägare	NN_UTR	4
aktig	JJ	2
aktiv	JJ	0
aktivera	VB	2
aktivitet	NN_UTR	1
aktivitetsbidrag	NN_NEU	4
aktualitet	NN_UTR	2
aktuell	JJ	1
akupunktör	NN_UTR	4
akut	AB	1
akvarell	NN_UTR	2
akvariefisk	NN_UTR	1
akvarium	NN_NEU	1
al	NN_NEU	3
al	NN_UTR	4
alan	NN_UTR	0
album	NN_NEU	1
aldrig	AB	1
alfabet	NN_NEU	0
alfabetisk	JJ	2
alg	NN_UTR	0
alias	AB	0
alkohol	NN_UTR	1
alkoholfri	JJ	2
alkoholhalt	NN_UTR	3
alkoholism	NN_UTR	2
alkoholist	NN_UTR	2
alkoholkonsumtion	NN_UTR	4
alkoholproblem	NN_NEU	2
alkoholvana	NN_UTR	3
alkolås	NN_NEU	3
alldeles	AB	3
allemansrätt	NN_UTR	3
allen	JJ	4
allena	JJ	4
allergichock	NN_UTR	2
allergisk	JJ	2
allhelgonadag	NN_UTR	3
allhelgonahelg	NN_UTR	4
allians	NN_UTR	2
allmän	JJ	2
allmän	AB	1
allmänhet	NN_UTR	3
allmänmänsklig	JJ	4
allomfattande	JJ	4
allra	AB	1
alls	AB	1
allsköns	JJ	4
allt	AB	0
alltför	AB	1
alltid	AB	1
alltjämt	AB	3
alltmer	AB	2
alltså	AB	2
allvar	NN_NEU	1
allvarlig	JJ	2
allvarsam	JJ	3
allätare	NN_UTR	3
allé	NN_UTR	2
alm	NN_UTR	2
almstrid	NN_UTR	3
alp	NN_UTR	3
alpin	JJ	1
altaisk	JJ	4
altan	NN_UTR	1
altare	NN_NEU	3
alternativ	NN_NEU	1
alternativ	JJ	1
aluminiumburk	NN_UTR	2
amatör	NN_UTR	1
amatörteater	NN_UTR	2
amazon	NN_UTR	1
ambassad	NN_UTR	2
ambassadör	NN_UTR	3
ambition	NN_UTR	1
ambitiös	JJ	1
ambivalens	NN_UTR	3
ambulans	NN_UTR	1
amerikabiljett	NN_UTR	3
amerikabrev	NN_NEU	2
amerikaemigrant	NN_UTR	3
amerikan	NN_UTR	1
amerikansk	JJ	1
amiral	NN_UTR	2
amma	NN_UTR	2
amma	VB	3
ammunition	NN_UTR	1
amortering	NN_UTR	3
ana	VB	1
anabol	JJ	3
analfabet	NN_UTR	2
analys	NN_UTR	2
analysera	VB	2
analytisk	JJ	2
anamma	VB	3
anapest	NN_UTR	4
anatomi	NN_UTR	2
and	NN_UTR	0
anda	NN_UTR	2
andas	VB	1
ande	NN_UTR	2
andel	NN_UTR	3
andelslägenhet	NN_UTR	4
andetag	NN_NEU	2
andfådd	JJ	3
andlig	JJ	3
andning	NN_UTR	2
andra	JJ	0
andrageneration	NN_UTR	2
andrahandskontrakt	NN_NEU	3
andraspråk	NN_NEU	2
anfalla	VB	3
anfallsspelare	NN_UTR	3
anföra	VB	3
anföring	NN_UTR	3
anföringstecken	NN_NEU	4
anförtro	VB	4
ange	VB	3
angelägen	JJ	3
angelägenhet	NN_UTR	3
angivelse	NN_UTR	3
anglosachsisk	JJ	3
anglosaxisk	JJ	3
angripa	VB	3
angränsa	VB	3
angå	VB	1
angöra	VB	4
anhängare	NN_UTR	3
anhålla	VB	3
anhörig	JJ	3
animation	NN_UTR	2
aning	NN_UTR	1
anka	NN_UTR	1
ankarsmedja	NN_UTR	4
ankdamm	NN_UTR	3
anklaga	VB	3
anklagelse	NN_UTR	3
anknyta	VB	3
anknytning	NN_UTR	3
ankomst	NN_UTR	2
ankra	VB	3
anledning	NN_UTR	3
anlita	VB	3
anlägga	VB	3
anlända	VB	3
anmäla	VB	2
anmälare	NN_UTR	3
anmälningsavgift	NN_UTR	3
anmärkning	NN_UTR	2
anmärkningsvärd	JJ	3
annandag	NN_UTR	3
annanstans	AB	2
annars	AB	1
annex	NN_NEU	2
annons	NN_UTR	1
annonsera	VB	2
annonsör	NN_UTR	3
annorlunda	AB	3
annorlunda	JJ	3
anonym	JJ	2
anonym	AB	2
anonymitet	NN_UTR	3
anordna	VB	3
anordning	NN_UTR	3
anpassa	VB	3
anpassning	NN_UTR	3
anpassningsfas	NN_UTR	3
anpassningsförmåga	NN_UTR	4
anse	VB	2
anseende	NN_NEU	3
ansenlig	JJ	3
ansikte	NN_NEU	2
ansiktsförlamning	NN_UTR	4
ansiktslyftning	NN_UTR	3
ansiktsuttryck	NN_NEU	3
ansjovis	NN_UTR	3
anslag	NN_NEU	3
anslagstavla	NN_UTR	2
ansluta	VB	2
anspelning	NN_UTR	3
anspråk	NN_NEU	3
anspråkslös	JJ	4
anstalt	NN_UTR	3
anstränga	VB	3
ansträngning	NN_UTR	3
anställa	VB	2
anställd	NN_UTR	2
anställning	NN_UTR	1
anställningsintervju	NN_UTR	4
anställningstid	NN_UTR	3
anstöt	NN_UTR	4
ansvar	NN_NEU	2
ansvara	VB	1
